KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_WRITHINGPILEOFMAGGOTS_REW6_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW7,"{catname} leans in and gives the cute little maggots a kiss...

A few of them become {his} friends!",kiss good,"{catname} se acerca y les da un beso a los adorables gusanitos...

¡Algunos se hacen amigos suyos!","{catname} se penche pour s'approcher et fait un bisou à certains des asticots...

Quelques-uns d'entre eux deviennent ses amis&nbsp;!","{catname} lehnt sich vor und küsst ein paar der süßen kleinen Maden&nbsp;…

Ein paar von ihnen sind jetzt {his}e Freunde!","{catname} si avvicina e dà un bacio alle piccole larve graziose...

Alcune di esse diventano sue amiche!","{catname} se inclina e dá um beijo nos vermes fofinhos...

Alguns deles se tornam seus amigos!",,,,"{catname} 凑过去亲了亲那些可爱的
小蛆虫……

其中几只变成了{he}的使魔！"
EVENT_WRITHINGPILEOFMAGGOTS_REW7_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW7_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW7_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW8,"{catname} licks the cute little maggots and they follow {him} to {his} next adventure, hoping for more affection!",kiss good rare,"{catname} lame a los adorables gusanitos y, con la esperanza de recibir más mimos, ¡estos siguen sus pasos hasta la próxima aventura!",{He} lèche les mignons petits asticots. Ils décident de suivre {catname} dans sa prochaine aventure avec l'espoir d'obtenir davantage d'affection.,{catname} schleckt die süßen kleinen Maden ab und sie folgen {catname} auf {his} nächstes Abenteuer!,"{catname} lecca le piccole larve graziose, che decidono di unirsi alla sua prossima avventura, sperando di ricevere altro affetto!","{catname} lambe os vermes fofinhos e eles lhe seguem para sua próxima aventura, na esperança de receber mais carinho!",,,,"{catname} 舔了舔这些可爱的小蛆虫，
它们跟随着{him}踏上下一段冒险，
希望能得到更多的爱抚！"
EVENT_WRITHINGPILEOFMAGGOTS_REW8_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW8_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW8_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_NAME,Clogged Pipes,,Cañerías atascadas,Tuyaux bouchés,Verstopfte Rohre,Tubi Ostruiti,Canos Entupidos,,,,堵塞的管道
EVENT_CLOGGEDPIPES_QUES,{catname} finds a large pipe that is clogged with debris and waste.,,{catname} encuentra una gran tubería que se ha atascado por culpa de los residuos.,{catname} trouve un gros tuyau bouché par des déchets et des détritus.,"{catname} findet ein riesiges Rohr, das mit Abfall und Schrott verstopft ist.",{catname} trova un grosso tubo ostruito da detriti e rifiuti.,{catname} encontra um cano grande entupido com detritos e resíduos.,,,,"{catname} 发现了一根巨大的管道，
里面塞满了残骸和废物。"
EVENT_CLOGGEDPIPES_QUES_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_QUES_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_QUES_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW1,"Seeing a way to unclog the pipe, {catname} pulls out a branch that was impeding flow...

A huge wave of water explodes from the pipe, drenching everything!",,"Tratando de desatascar la cañería, {catname} saca una rama que cortaba el flujo de agua.

¡La tubería explota y lo deja todo empapado!","Remarquant un moyen de déboucher le tuyau, {catname} tire sur une branche qui empêchait l'écoulement de l'eau...

Une énorme vague d'eau sort du tuyau de manière explosive, trempant absolument tout&nbsp;!","{catname} entdeckt eine Möglichkeit, das Rohr zu befreien und zieht einen Ast heraus, der den Rest blockiert hat&nbsp;…

Eine riesige Wasserwelle schießt aus dem Rohr und durchnässt alles in ihrem Weg!","Intuendo un modo per liberare il tubo, {catname} estrae un ramo che ne bloccava il flusso...

Un'enorme ondata d’acqua esplode dal tubo, inzuppando ogni cosa!","Ao encontrar uma maneira de desentupir o cano, {catname} puxa um galho que estava obstruindo o fluxo...

Uma enorme onda de água explode do cano, encharcando tudo!",,,,"{catname} 找到了疏通管道的方法，
拔出了一根阻碍水流的树枝……

巨大的水浪从管道中喷发出来，
把所有东西都淋湿了！"
EVENT_CLOGGEDPIPES_REW1_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW1_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW1_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW2,"{catname} sees something stuck in the sludge at the end of the pipe and digs it out...
",,"{catname} ve algo atascado entre los residuos en el extremo de la cañería y lo saca...
",{catname} voit qu'il y a quelque chose de coincé dans les boues à l'extrémité du tuyau et le fait sortir...,"{catname} sieht, dass etwas in dem Schleim feststeckt und zieht es heraus&nbsp;…
",{catname} vede qualcosa incastrato nella melma alla fine del tubo e lo estrae...,{catname} vê algo preso na lama no final do cano e retira o objeto...,,,,"{catname} 看到管道末端的淤泥里卡着什么东西，
并把它挖了出来……
"
EVENT_CLOGGEDPIPES_REW2_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW2_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW2_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW3,"{catname} digs through the thick waste with {his} paws, completely ruining {his} clean fur.
",,"{catname} escarba entre la densa masa de residuos con las patas y se deja el pelo hecho un asco.
","{catname} creuse l'épaisseur des déchets à l'aide de ses pattes, salissant son beau poil.","{catname} wühlt sich durch den ekligen Schlamm. {His} ehemals so sauberes Fell ist jetzt vollkommen ruiniert.
","{catname} scava tra i densi residui con le zampe, insozzandosi completamente il pelo.","{catname} cava na lama espessa com suas patas, arruinando completamente sua pelagem limpa.",,,,"{catname} 用爪子在厚重的废物中挖掘，
完全毁了{he}干净的毛发。
"
EVENT_CLOGGEDPIPES_REW3_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW3_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW3_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW4,"Squishing {his} nose, {catname} leaps into the pipe and pulls out as much sludge as {he} can, trying to unclog the pipe to no avail!
",,"{catname} se tapa la nariz, salta al interior de la cañería y saca tantos residuos como puede en un intento de desatascarla, pero no lo consigue...
","Plissant le nez, {catname} bondit dans le tuyau et en fait sortir autant de boue que possible pour essayer de déboucher le tuyau. En vain&nbsp;!","{catname} rümpft die Nase, springt aber in das Rohr hinein und beseitigt so viel Schlamm, wie {he} nur kann. Es bringt alles nichts, und das Rohr ist immer noch verstopft!
","Strizzando il naso, {catname} salta sulla pila e tira via quanta più melma possibile, cercando inutilmente di liberare il tubo!","Apertando o nariz, {catname} pula para dentro do cano e puxa o máximo de lodo que consegue, tentando desentupir o cano, porém sem sucesso!",,,,"{catname} 皱着鼻子跳进管道，
尽其所能地掏出淤泥，试图疏通管道，
但无济于事！
"
EVENT_CLOGGEDPIPES_REW4_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW4_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW4_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW5,"With surprising fury, {catname} busts the clog open with {his} paws!

A massive torrent of water blasts from the pipe, throwing {catname} back!",,"Con una furia sorprendente, ¡{catname} aparta con las patas los residuos que atascan la tubería!

Un enorme torrente de agua sale disparado ¡y hace retroceder a {catname}!","Dans une surprenante frénésie, {catname} débouche le tuyau de manière explosive avec ses pattes&nbsp;!

Un impressionnant torrent d'eau sort en trombe du tuyau, projetant {catname} en arrière&nbsp;!","{catname} schlägt wie wild auf das Rohr ein und schafft es überraschenderweise, es zu befreien!

Eine riesige Wasserwelle schießt aus dem Rohr hervor und nimmt {catname} mit!","Con furia sorprendente, {catname} rimuove l'ostruzione con le zampe!

Un massiccio flusso d'acqua erutta dal tubo, respingendo {catname}!","Com uma fúria surpreendente, {catname} desentope o cano com suas patas!

Um jato de água colossal jorra do cano, arremessando {catname} para trás!",,,,"{catname} 爆发出惊人的力量，
用爪子捅开了堵塞物！

大量的积水从管道中喷涌而出，
把 {catname} 冲飞了！"
EVENT_CLOGGEDPIPES_REW5_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW5_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW5_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW6,"{catname} digs through the slush and finds an item!
",,"{catname} escarba en los residuos ¡y encuentra un objeto!
",{catname} fouille dans les boues et y trouve un objet&nbsp;!,"{catname} wühlt sich durch den Schlamm und findet einen Gegenstand!
",{catname} scava nella melma e trova un oggetto!,{catname} vasculha a lama e encontra um objeto!,,,,"{catname} 在烂泥中挖掘并发现了一件物品！

"
EVENT_CLOGGEDPIPES_REW6_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW6_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW6_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW7,"{catname} throws {himself} into the pipe pulling as much gunk and waste out as {he} can, emerging moments later covered in sludge!
",,"{catname} se tira a la cañería y saca tantos residuos como puede. Sale un rato más tarde ¡y se ha cubierto de mugre!
","{catname} s'élance dans le tuyau et en fait sortir autant de boues et de déchets que possible, puis ressort quelques moments plus tard dans un état complètement immonde&nbsp;!","{catname} springt in das Rohr und zieht so viel Dreck und Abfall heraus, wie {he} nur kann. Ein paar Minuten später taucht {he} total dreckig wieder auf!
","{catname} si lancia nel tubo, estraendo quanta più poltiglia e detriti possibile, ed emerge un attimo dopo col pelo interamente ricoperto di melma!","{catname} se atira dentro do cano, puxando o máximo de sujeira e resíduos que consegue, emergindo momentos depois com o corpo coberto de lodo!",,,,"{catname} 钻进管道，尽可能地拉出脏物和垃圾，
片刻后出来时全身都裹满了粘液！

"
EVENT_CLOGGEDPIPES_REW7_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW7_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW7_N,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW8,"{catname} smashes {his} way through the thick sludge trying to clear the clogged pipe, but only ends up covered in disgusting refuse.",,"{catname} se abre paso por la densa masa de residuos tratando de desatascar la cañería, pero solo consigue cubrirse de mugre asquerosa.","{catname} se fraye un chemin à coups de patte dans les épaisses boues afin de déboucher le tuyau, mais ne réussit qu'à se recouvrir de déchets dégoûtants.","{catname} wühlt sich durch den dichten Schlamm und versucht das Rohr zu befreien. Doch am Ende erreicht {he} nichts, als sich total dreckig zu machen.","{catname} si apre la strada attraverso la densa melma cercando di liberare il tubo ostruito, ma finisce solo per ricoprirsi di rifiuti disgustosi.","{catname} abre caminho à força pela lama espessa tentando desentupir o cano, mas acaba com o corpo coberto de lixo nojento.",,,,"{catname} 猛力击打厚重的淤泥试图清理管道，
结果只是弄得全身都是恶心的垃圾。
"
EVENT_CLOGGEDPIPES_REW8_M,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW8_F,,,,,,,,,,,
EVENT_CLOGGEDPIPES_REW8_N,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_NAME,Shiny thing in a pool,,Objeto brillante en una charca,Objet brillant dans une mare,Etwas Glänzendes im Wasser,Oggetto Luccicante in una Pozza,Coisas Brilhantes na Poça,,,,水池里的发光物
EVENT_SHINYTHINGINAPOOL_QUES,Beneath the surface of a murky pool of water {catname} spies something shiny!,,"Bajo la superficie de una charca de agua turbia, ¡{catname} ve algo que brilla!","Sous la surface d'une mare d'eau sale, {catname} remarque quelque chose qui brille&nbsp;!",Unter der Oberfläche eines dunklen Wasserbeckens entdeckt {catname} etwas Glänzendes!,"Sotto la superficie di una torbida pozza d'acqua, {catname} vede qualcosa di luccicante!","Sob a superfície de uma poça de água turva, {catname} avista algo brilhante!",,,,"在混浊的水池表面下，
{catname} 发现了一些闪亮的东西！"
EVENT_SHINYTHINGINAPOOL_QUES_M,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_QUES_F,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_QUES_N,,,,,,,,,,,
EVENT_USE_ITEM_ANSW,Use an item from backpack,,Usar un objeto de la mochila,Utiliser un objet du sac à dos,Einen Gegenstand benutzen,Usa un oggetto dallo zaino,Usar um item da mochila,,,,使用背包里的物品
EVENT_DIVE_ANSW,Dive into pool,,Zambullirse en la charca,Plonger dans la mare,Ins Becken tauchen,Tuffati nella pozza,Mergulhar na poça,,,,跳入水池
EVENT_SHINYTHINGINAPOOL_REW1,{catname} wades into the water and finds some coins at the bottom!,dive good,{catname} se mete en el agua ¡y encuentra unas monedas en el fondo!,{catname} patauge dans l'eau et trouve quelques pièces au fond&nbsp;!,{catname} watet in das Wasser und findet ein paar Münzen!,{catname} pagaia nell'acqua e trova alcune monete sul fondo!,{catname} entra na água e encontra algumas moedas no fundo!,,,,"{catname} 涉水而入，在池底发现了一些硬币！
"
EVENT_SHINYTHINGINAPOOL_REW1_M,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW1_F,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW1_N,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW2,"With a splash, {catname} dives into the pool...

Moments later {catname} breaches the surface of the water with an item clutched in {his} paws!
",dive good rare,"Con una salpicadura, {catname} se mete en la charca...

Un poco más tarde, sale a la superficie ¡con un objeto en las patas!
","{catname} plonge dans la mare et fait se projeter quelques éclaboussures...

Quelques instants après, {he} refait surface en cramponnant un objet dans ses pattes&nbsp;!","{catname} taucht mit dem Kopf voran in das Becken&nbsp;…

Ein paar Augenblicke später taucht der Kopf von {catname} wieder auf und {he} hält einen Gegenstand in der Pfote!
","{catname} si tuffa nella pozza...

Qualche attimo dopo, infrange la superficie dell'acqua con un oggetto stretto tra le zampe!","Com um mergulho, {catname} mergulha na poça...

E retorna momentos depois, emergindo da água com um objeto preso em suas patas!",,,,"噗通一声，{catname} 跳进了水池……

片刻后 {catname} 浮出水面，爪子里攥着一件物品！

"
EVENT_SHINYTHINGINAPOOL_REW2_M,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW2_F,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW2_N,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW3,{catname} leaps recklessly into the pool and only gets a mouthful of toxic water in return!,dive bad,{catname} salta a la charca a lo loco ¡y solo consigue llenarse la boca de agua tóxica!,{catname} bondit sans précaution dans la mare mais n'y trouve qu'une bonne tasse d'eau toxique&nbsp;!,{catname} springt ohne weiter nachzudenken in das Becken. Das Wasser war giftig!,"{catname} salta avventatamente nella pozza, e in cambio riceve solo una sorsata di acqua tossica!",{catname} salta imprudentemente na poça e só encontra um bocado de água tóxica em troca!,,,,"{catname} 鲁莽地跳进池里，
结果只换来满嘴的有毒池水！"
EVENT_SHINYTHINGINAPOOL_REW3_M,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW3_F,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW3_N,,,,,,,,,,,
EVENT_SHINYTHINGINAPOOL_REW4,"{catname} dives into the water trying to reach the bottom of the pool but almost drowns in the foul muck!

The other cats manage to pull {catname} out.",dive bad rare,"{catname} se zambulle en la charca e intenta llegar hasta el fondo, pero casi se ahoga con la repugnante suciedad del agua.

Los otros gatos se las apañan para sacar a {catname}.","{catname} plonge dans l'eau et essaie d'atteindre le fond de la mare, mais manque de se noyer dans une gadoue infâme&nbsp;!

Les autres chats arrivent à faire sortir {catname}.","{catname} taucht in das Becken und versucht, den Grund zu erreichen, ertrinkt bei dem Versuch jedoch fast!

Die anderen Katzen schaffen es gerade so, {catname} wieder herauszuziehen.","{catname} si tuffa in acqua cercando di raggiungere il fondo della pozza, ma quasi annega nella melma disgustosa!

Gli altri gatti riescono a tirare fuori {catname}.","{catname} mergulha na água tentando alcançar o fundo da poça, mas quase se afoga na lama fétida!

Os outros gatos conseguem puxar {catname} para fora.",,,,"{catname} 潜入水中试图到达池底，
但险些淹死在污秽的烂泥里！

其他的猫设法把 {catname} 拉了上来。"
